UNIQUEID,CUSTOMERNAME,PHONE,CONTACTLASTNAME,CONTACTFIRSTNAME
3147,Signal Collectibles Ltd.,4155554312,Taylor,Sue
1848,Signal Collectibles Ltd.,4155554312,Taylor,Sue
2709,Signal Collectibles Ltd.,4155554312,Taylor,Sue
5403,Signal Collectibles Ltd.,4155554312,Taylor,Sue
3580,Signal Collectibles Ltd.,4155554312,Taylor,Sue
3918,Signal Collectibles Ltd.,4155554312,Taylor,Sue
3146,Signal Collectibles Ltd.,4155554312,Taylor,Sue
1037,Signal Collectibles Ltd.,4155554312,Taylor,Sue
4972,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
3500,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
3041,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
3644,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
4106,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
3545,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
2526,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
2798,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
2427,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
1546,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
2538,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
5507,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
4603,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
1160,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
2474,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
2333,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
1344,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
3460,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
1441,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
1064,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
4781,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
5837,"Australian Gift Network, Co",61-7-3844-6555,Calaghan,Tony
3178,"Australian Gift Network, Co",61-7-3844-6555,Calaghan,Tony
2433,"Australian Gift Network, Co",61-7-3844-6555,Calaghan,Tony
3639,"Australian Gift Network, Co",61-7-3844-6555,Calaghan,Tony
3128,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
1998,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
4961,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
1798,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
1118,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
5709,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
3930,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
3413,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
5026,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
2903,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
2166,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
5942,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
5662,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
4076,Boards & Toys Co.,3105552373,Young,Leslie
1409,Boards & Toys Co.,3105552373,Young,Leslie
4221,"Blauer See Auto, Co.",+49 69 66 90 2555,Keitel,Roland
5590,"Blauer See Auto, Co.",+49 69 66 90 2555,Keitel,Roland
1237,"Blauer See Auto, Co.",+49 69 66 90 2555,Keitel,Roland
3250,"Blauer See Auto, Co.",+49 69 66 90 2555,Keitel,Roland
1907,"Blauer See Auto, Co.",+49 69 66 90 2555,Keitel,Roland
5701,"Blauer See Auto, Co.",+49 69 66 90 2555,Keitel,Roland
2412,"Blauer See Auto, Co.",+49 69 66 90 2555,Keitel,Roland
2926,"Blauer See Auto, Co.",+49 69 66 90 2555,Keitel,Roland
1274,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
4739,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
3952,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
1403,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
4145,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
5020,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
1692,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
5454,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
3808,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
3231,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
2529,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
3749,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
5599,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
2178,"UK Collectables, Ltd.",(171) 555-2282,Devon,Elizabeth
3553,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
2849,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
4797,"UK Collectables, Ltd.",(171) 555-2282,Devon,Elizabeth
3680,"UK Collectables, Ltd.",(171) 555-2282,Devon,Elizabeth
1021,"UK Collectables, Ltd.",(171) 555-2282,Devon,Elizabeth
5540,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
1529,"UK Collectables, Ltd.",(171) 555-2282,Devon,Elizabeth
1244,"UK Collectables, Ltd.",(171) 555-2282,Devon,Elizabeth
2454,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
3271,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
4103,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
5792,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
3246,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
1613,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
1456,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
2088,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
3206,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
1326,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
3776,Corporate Gift Ideas Co.,6505551386,Brown,Julie
2776,Corporate Gift Ideas Co.,6505551386,Brown,Julie
1714,Corporate Gift Ideas Co.,6505551386,Brown,Julie
4380,Corporate Gift Ideas Co.,6505551386,Brown,Julie
2134,Corporate Gift Ideas Co.,6505551386,Brown,Julie
1965,Corporate Gift Ideas Co.,6505551386,Brown,Julie
5977,Corporate Gift Ideas Co.,6505551386,Brown,Julie
1513,Corporate Gift Ideas Co.,6505551386,Brown,Julie
3301,Corporate Gift Ideas Co.,6505551386,Brown,Julie
3933,Corporate Gift Ideas Co.,6505551386,Brown,Julie
5151,Corporate Gift Ideas Co.,6505551386,Brown,Julie
4965,Corporate Gift Ideas Co.,6505551386,Brown,Julie
4523,Baane Mini Imports,07-98 9555,Bergulfsen,Jonas
1390,Corporate Gift Ideas Co.,6505551386,Brown,Julie
5539,Corporate Gift Ideas Co.,6505551386,Brown,Julie
4181,Corporate Gift Ideas Co.,6505551386,Brown,Julie
3016,Corporate Gift Ideas Co.,6505551386,Brown,Julie
3317,Corporate Gift Ideas Co.,6505551386,Brown,Julie
1890,Corporate Gift Ideas Co.,6505551386,Brown,Julie
5504,"Men 'R' US Retailers, Ltd.",2155554369,Chandler,Michael
2060,"Men 'R' US Retailers, Ltd.",2155554369,Chandler,Michael
2121,"Men 'R' US Retailers, Ltd.",2155554369,Chandler,Michael
2452,"Men 'R' US Retailers, Ltd.",2155554369,Chandler,Michael
5449,"Men 'R' US Retailers, Ltd.",2155554369,Chandler,Michael
3536,"Men 'R' US Retailers, Ltd.",2155554369,Chandler,Michael
5901,Heintze Collectables,86 21 3555,Ibsen,Palle
2715,Heintze Collectables,86 21 3555,Ibsen,Palle
5785,Heintze Collectables,86 21 3555,Ibsen,Palle
1016,Heintze Collectables,86 21 3555,Ibsen,Palle
3463,Heintze Collectables,86 21 3555,Ibsen,Palle
4285,Heintze Collectables,86 21 3555,Ibsen,Palle
5205,Heintze Collectables,86 21 3555,Ibsen,Palle
4827,Heintze Collectables,86 21 3555,Ibsen,Palle
1470,Heintze Collectables,86 21 3555,Ibsen,Palle
5373,Heintze Collectables,86 21 3555,Ibsen,Palle
4664,Heintze Collectables,86 21 3555,Ibsen,Palle
1753,Heintze Collectables,86 21 3555,Ibsen,Palle
2296,Corporate Gift Ideas Co.,6505551386,Brown,Julie
1137,Corporate Gift Ideas Co.,6505551386,Brown,Julie
2362,Corporate Gift Ideas Co.,6505551386,Brown,Julie
5896,Corporate Gift Ideas Co.,6505551386,Brown,Julie
3412,Corporate Gift Ideas Co.,6505551386,Brown,Julie
5136,Corporate Gift Ideas Co.,6505551386,Brown,Julie
2339,Corporate Gift Ideas Co.,6505551386,Brown,Julie
1144,Corporate Gift Ideas Co.,6505551386,Brown,Julie
5079,Corporate Gift Ideas Co.,6505551386,Brown,Julie
2896,Corporate Gift Ideas Co.,6505551386,Brown,Julie
4839,Classic Legends Inc.,2125558493,Hernandez,Maria
5678,Classic Legends Inc.,2125558493,Hernandez,Maria
1567,Classic Legends Inc.,2125558493,Hernandez,Maria
2822,Classic Legends Inc.,2125558493,Hernandez,Maria
2591,Classic Legends Inc.,2125558493,Hernandez,Maria
1196,Classic Legends Inc.,2125558493,Hernandez,Maria
5072,Mini Auto Werke,7675-3555,Mendel,Roland
5974,Mini Auto Werke,7675-3555,Mendel,Roland
4517,Mini Auto Werke,7675-3555,Mendel,Roland
5195,FunGiftIdeas.com,5085552555,Benitez,Violeta
5623,FunGiftIdeas.com,5085552555,Benitez,Violeta
2107,Mini Auto Werke,7675-3555,Mendel,Roland
2794,Mini Auto Werke,7675-3555,Mendel,Roland
5042,Mini Auto Werke,7675-3555,Mendel,Roland
4308,Mini Auto Werke,7675-3555,Mendel,Roland
2257,FunGiftIdeas.com,5085552555,Benitez,Violeta
1340,Mini Auto Werke,7675-3555,Mendel,Roland
3484,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
3761,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
4119,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
1084,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
3928,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
2071,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
3821,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
1762,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
2229,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
1434,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
1089,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
2890,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
4630,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
3243,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
5772,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
1014,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
4166,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
3800,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
2307,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
5773,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
1508,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
5696,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
2262,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
3323,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
2805,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
1782,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
5563,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
3613,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
5347,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
4912,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
5030,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
4351,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
4611,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
5966,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
3467,Technics Stores Inc.,6505556809,Hirano,Juri
5437,Technics Stores Inc.,6505556809,Hirano,Juri
3671,Technics Stores Inc.,6505556809,Hirano,Juri
4369,Technics Stores Inc.,6505556809,Hirano,Juri
3483,Technics Stores Inc.,6505556809,Hirano,Juri
3532,Technics Stores Inc.,6505556809,Hirano,Juri
5689,Technics Stores Inc.,6505556809,Hirano,Juri
3142,Technics Stores Inc.,6505556809,Hirano,Juri
1504,Technics Stores Inc.,6505556809,Hirano,Juri
4845,Technics Stores Inc.,6505556809,Hirano,Juri
5302,Technics Stores Inc.,6505556809,Hirano,Juri
4012,Technics Stores Inc.,6505556809,Hirano,Juri
1806,Technics Stores Inc.,6505556809,Hirano,Juri
5267,Technics Stores Inc.,6505556809,Hirano,Juri
2051,Technics Stores Inc.,6505556809,Hirano,Juri
4299,Technics Stores Inc.,6505556809,Hirano,Juri
2100,Technics Stores Inc.,6505556809,Hirano,Juri
1599,Technics Stores Inc.,6505556809,Hirano,Juri
3217,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
4033,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
3088,Mini Auto Werke,7675-3555,Mendel,Roland
5034,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
3344,Mini Auto Werke,7675-3555,Mendel,Roland
5746,Mini Auto Werke,7675-3555,Mendel,Roland
3750,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
2758,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
4378,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
4913,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
3368,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
4563,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
3937,Mini Auto Werke,7675-3555,Mendel,Roland
5750,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
1477,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
2150,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
3291,"Anna's Decorations, Ltd",02 9936 8555,O'Hara,Anna
4886,Quebec Home Shopping Network,(514) 555-8054,Fresnisre,Jean
3062,Rovelli Gifts,035-640555,Rovelli,Giovanni
2578,Rovelli Gifts,035-640555,Rovelli,Giovanni
3319,Gift Depot Inc.,2035552570,King,Julie
5721,Rovelli Gifts,035-640555,Rovelli,Giovanni
4160,Quebec Home Shopping Network,(514) 555-8054,Fresnisre,Jean
3612,Rovelli Gifts,035-640555,Rovelli,Giovanni
1368,Rovelli Gifts,035-640555,Rovelli,Giovanni
3912,Rovelli Gifts,035-640555,Rovelli,Giovanni
2861,Gift Depot Inc.,2035552570,King,Julie
3890,Rovelli Gifts,035-640555,Rovelli,Giovanni
2020,Rovelli Gifts,035-640555,Rovelli,Giovanni
2871,Quebec Home Shopping Network,(514) 555-8054,Fresnisre,Jean
3459,Rovelli Gifts,035-640555,Rovelli,Giovanni
2595,Gift Depot Inc.,2035552570,King,Julie
2819,Rovelli Gifts,035-640555,Rovelli,Giovanni
5658,Rovelli Gifts,035-640555,Rovelli,Giovanni
2969,Gift Depot Inc.,2035552570,King,Julie
1648,Gift Depot Inc.,2035552570,King,Julie
3693,Rovelli Gifts,035-640555,Rovelli,Giovanni
4935,Rovelli Gifts,035-640555,Rovelli,Giovanni
4579,Gift Depot Inc.,2035552570,King,Julie
3051,Rovelli Gifts,035-640555,Rovelli,Giovanni
1369,Quebec Home Shopping Network,(514) 555-8054,Fresnisre,Jean
2916,Gift Depot Inc.,2035552570,King,Julie
5838,Gift Depot Inc.,2035552570,King,Julie
1839,Rovelli Gifts,035-640555,Rovelli,Giovanni
3624,Rovelli Gifts,035-640555,Rovelli,Giovanni
3471,"Australian Gift Network, Co",61-7-3844-6555,Calaghan,Tony
5488,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
3683,L'ordine Souveniers,0522-556555,Moroni,Maurizio
4763,"Australian Gift Network, Co",61-7-3844-6555,Calaghan,Tony
3421,L'ordine Souveniers,0522-556555,Moroni,Maurizio
1256,L'ordine Souveniers,0522-556555,Moroni,Maurizio
2548,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
3936,"Australian Gift Network, Co",61-7-3844-6555,Calaghan,Tony
3590,L'ordine Souveniers,0522-556555,Moroni,Maurizio
5671,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
3002,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
1276,"Australian Gift Network, Co",61-7-3844-6555,Calaghan,Tony
4258,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
3405,L'ordine Souveniers,0522-556555,Moroni,Maurizio
3728,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
4897,"Australian Gift Network, Co",61-7-3844-6555,Calaghan,Tony
2234,L'ordine Souveniers,0522-556555,Moroni,Maurizio
2153,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
1077,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
5210,L'ordine Souveniers,0522-556555,Moroni,Maurizio
5604,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
1572,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
3456,L'ordine Souveniers,0522-556555,Moroni,Maurizio
4529,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
5234,L'ordine Souveniers,0522-556555,Moroni,Maurizio
5452,L'ordine Souveniers,0522-556555,Moroni,Maurizio
2817,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
4503,CAF Imports,+34 913 728 555,Fernandez,Jesus
3448,CAF Imports,+34 913 728 555,Fernandez,Jesus
2772,CAF Imports,+34 913 728 555,Fernandez,Jesus
2585,CAF Imports,+34 913 728 555,Fernandez,Jesus
1048,CAF Imports,+34 913 728 555,Fernandez,Jesus
3514,CAF Imports,+34 913 728 555,Fernandez,Jesus
3297,CAF Imports,+34 913 728 555,Fernandez,Jesus
1789,CAF Imports,+34 913 728 555,Fernandez,Jesus
1176,CAF Imports,+34 913 728 555,Fernandez,Jesus
4944,CAF Imports,+34 913 728 555,Fernandez,Jesus
3229,CAF Imports,+34 913 728 555,Fernandez,Jesus
5316,Alpha Cognac,61.77.6555,Roulet,Annette
3440,Alpha Cognac,61.77.6555,Roulet,Annette
3501,Alpha Cognac,61.77.6555,Roulet,Annette
2496,Alpha Cognac,61.77.6555,Roulet,Annette
2924,Alpha Cognac,61.77.6555,Roulet,Annette
1175,Alpha Cognac,61.77.6555,Roulet,Annette
4966,Alpha Cognac,61.77.6555,Roulet,Annette
1026,Alpha Cognac,61.77.6555,Roulet,Annette
5129,Alpha Cognac,61.77.6555,Roulet,Annette
1117,Alpha Cognac,61.77.6555,Roulet,Annette
2014,Alpha Cognac,61.77.6555,Roulet,Annette
4726,Alpha Cognac,61.77.6555,Roulet,Annette
5077,Daedalus Designs Imports,20.16.1555,Rance,Martine
3585,Daedalus Designs Imports,20.16.1555,Rance,Martine
3903,Daedalus Designs Imports,20.16.1555,Rance,Martine
5330,Daedalus Designs Imports,20.16.1555,Rance,Martine
2635,Daedalus Designs Imports,20.16.1555,Rance,Martine
3841,Daedalus Designs Imports,20.16.1555,Rance,Martine
1638,Daedalus Designs Imports,20.16.1555,Rance,Martine
1444,Daedalus Designs Imports,20.16.1555,Rance,Martine
1562,Daedalus Designs Imports,20.16.1555,Rance,Martine
2686,Daedalus Designs Imports,20.16.1555,Rance,Martine
2936,Daedalus Designs Imports,20.16.1555,Rance,Martine
5789,Daedalus Designs Imports,20.16.1555,Rance,Martine
4854,Daedalus Designs Imports,20.16.1555,Rance,Martine
2065,Daedalus Designs Imports,20.16.1555,Rance,Martine
1468,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
1387,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
3342,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
5627,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
1731,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
2294,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
3577,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
3349,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
4134,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
4981,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
5954,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
2630,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
4708,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
1759,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
3333,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
1011,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
3621,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
1429,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
3664,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
4054,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
2950,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
2226,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
3967,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
1228,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
3851,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
5757,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
2096,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
4222,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
2246,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
1296,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
4301,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
1706,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
2510,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
1951,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
4701,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
4252,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
1235,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
1257,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
3232,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
1393,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
5971,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
3024,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
3091,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
2212,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
4789,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
3594,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
3352,"Double Decker Gift Stores, Ltd",(171) 555-7555,Hardy,Thomas
4577,Mini Creations Ltd.,5085559555,Tam,Wing C
1316,Mini Creations Ltd.,5085559555,Tam,Wing C
2795,Mini Creations Ltd.,5085559555,Tam,Wing C
3877,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
2606,"Double Decker Gift Stores, Ltd",(171) 555-7555,Hardy,Thomas
4890,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
4447,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
4322,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
3600,"Double Decker Gift Stores, Ltd",(171) 555-7555,Hardy,Thomas
1796,Mini Creations Ltd.,5085559555,Tam,Wing C
5150,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
4878,Mini Creations Ltd.,5085559555,Tam,Wing C
5656,"Double Decker Gift Stores, Ltd",(171) 555-7555,Hardy,Thomas
5490,Mini Creations Ltd.,5085559555,Tam,Wing C
2461,Mini Creations Ltd.,5085559555,Tam,Wing C
2006,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
3770,Mini Creations Ltd.,5085559555,Tam,Wing C
5793,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
3929,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
4201,"Double Decker Gift Stores, Ltd",(171) 555-7555,Hardy,Thomas
2159,Mini Creations Ltd.,5085559555,Tam,Wing C
4318,"Double Decker Gift Stores, Ltd",(171) 555-7555,Hardy,Thomas
2446,"Double Decker Gift Stores, Ltd",(171) 555-7555,Hardy,Thomas
5592,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
1825,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
4956,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
2855,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
4242,"Iberia Gift Imports, Corp.",(95) 555 82 82,Roel,Jose Pedro
2258,Mini Creations Ltd.,5085559555,Tam,Wing C
4141,Mini Creations Ltd.,5085559555,Tam,Wing C
2360,Mini Creations Ltd.,5085559555,Tam,Wing C
5228,"Double Decker Gift Stores, Ltd",(171) 555-7555,Hardy,Thomas
5659,Mini Creations Ltd.,5085559555,Tam,Wing C
4848,Mini Creations Ltd.,5085559555,Tam,Wing C
3712,Mini Creations Ltd.,5085559555,Tam,Wing C
3727,"Double Decker Gift Stores, Ltd",(171) 555-7555,Hardy,Thomas
5178,Mini Creations Ltd.,5085559555,Tam,Wing C
2971,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
3784,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
2878,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
4802,Toys4GrownUps.com,6265557265,Young,Julie
4357,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
2286,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
5311,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
4787,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
4706,Herkku Gifts,+47 2267 3215,Oeztan,Veysel
4625,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
2560,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
5450,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
4028,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
3472,"Toms Spezialitten, Ltd",0221-5554327,Pfalzheim,Henriette
2885,"Toms Spezialitten, Ltd",0221-5554327,Pfalzheim,Henriette
4805,"Toms Spezialitten, Ltd",0221-5554327,Pfalzheim,Henriette
4501,Online Diecast Creations Co.,6035558647,Young,Valarie
4533,Online Diecast Creations Co.,6035558647,Young,Valarie
5940,Online Diecast Creations Co.,6035558647,Young,Valarie
4568,Online Diecast Creations Co.,6035558647,Young,Valarie
2867,Online Diecast Creations Co.,6035558647,Young,Valarie
3007,Online Diecast Creations Co.,6035558647,Young,Valarie
5346,Online Diecast Creations Co.,6035558647,Young,Valarie
1224,"Toms Spezialitten, Ltd",0221-5554327,Pfalzheim,Henriette
